% Device,CC1841005
% File name,CC1841005_20220417_062738
% Cast time (UTC),2022-04-17 06:27:38
% Cast time (local),2022-04-17 02:27:38
% Sample type,Cast
% Cast data,Raw
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,49.4797267
% Start longitude,0.0276967
% Start altitude,52.715000152587891
% Start GPS horizontal error(Meter),9.9209995269775391
% Start GPS vertical error(Meter),18.937000274658203
% Start GPS number of satellites,5
% End latitude,49.4795053
% End longitude,0.0281416
% End altitude,50.180999755859375
% End GPS horizontal error(Meter),215.89500427246094
% End GPS vertical error(Meter),98.611000061035156
% End GPS number of satellites,4
% Cast duration (Seconds),645.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2018-11-19
% Temperature calibration date,2018-11-16
% Pressure calibration date,2018-11-13
% 
Time (Seconds),Pressure (Decibar),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter)
416.4,8.18993417370227,10.46225643157959,36483.12109375
416.6,8.19364508517953,10.462030410766602,36479.5703125
416.8,8.20851398615874,10.46108341217041,36479.28125
417,8.248878416312758,10.46015739440918,36483.03125
417.2,8.2632170743720472,10.460041999816895,36483.25390625
417.4,8.28870609253876,10.460494041442871,36479.796875
417.6,8.3157896541625025,10.46013069152832,36478.7734375
417.8,8.36731016646984,10.461215972900391,36481.078125
418,8.3997095087332312,10.461580276489258,36480.86328125
418.2,8.45601174406303,10.460201263427734,36478.46484375
418.4,8.4873467857893115,10.461297988891602,36481.98828125
418.6,8.520804706543915,10.461567878723145,36480.7734375
418.8,8.55373429172723,10.461055755615234,36476.8828125
419,8.5802914251283156,10.460857391357422,36478.56640625
419.2,8.5935657826504972,10.462030410766602,36485.3046875
419.4,8.6031208103386927,10.462830543518066,36482.8359375
419.6,8.6126777453755228,10.462040901184082,36486.3515625
419.8,8.6222346804123511,10.461203575134277,36488.50390625
420,8.622760319672814,10.460800170898438,36477.66015625
420.2,8.61425657050554,10.46111011505127,36495.875
420.4,8.6142538741947146,10.462470054626465,36484.1484375
420.6,8.6110620909698241,10.462944984436035,36486.125
420.8,8.6296484144343886,10.462648391723633,36488.859375
421,8.6535505185386015,10.462713241577148,36484.578125
421.2,8.6886029827502345,10.462409973144531,36488.90625
421.4,8.7077233638319864,10.461775779724121,36494.54296875
421.6,8.741183191935221,10.46197509765625,36485.03515625
421.8,8.7980194848822073,10.460233688354492,36480.53515625
422,8.8378593941622,10.459638595581055,36478.78125
422.2,8.90053789597149,10.460813522338867,36491.92578125
422.4,8.9595008826440612,10.461165428161621,36491.03125
422.6,9.015274782402571,10.460488319396973,36484.09765625
422.8,9.0466117314774852,10.461078643798828,36497.38671875
423,9.0811396748150965,10.461187362670898,36493.9453125
423.2,9.1225703128548563,10.461137771606445,36484.8125
423.4,9.1305327044346534,10.461825370788574,36492.7109375
423.6,9.1422182405457022,10.46229362487793,36493.90234375
423.8,9.1544340195766711,10.462679862976074,36494.95703125
424,9.1549615661857668,10.462491989135742,36487.3046875
424.2,9.159738685548767,10.462795257568359,36490.62890625
424.4,9.18257648911587,10.46270751953125,36488.53515625
424.6,9.2038216565745739,10.462933540344238,36492.59765625
424.8,9.2218815518164821,10.462408065795898,36493.09765625
425,9.2362221172244041,10.462326049804688,36492.671875
425.2,9.2659664301909217,10.461660385131836,36488.16015625
425.4,9.3020870096369315,10.462128639221191,36494.453125
425.6,9.3382094964315723,10.461114883422852,36493.8515625
425.8,9.3796439491685977,10.460132598876953,36488.875
426,9.4380805076185119,10.459329605102539,36487.36328125
426.2,9.4789847174356154,10.460442543029785,36497.46484375
426.4,9.5358286397771312,10.460245132446289,36488.18359375
426.6,9.5751383061372035,10.459879875183106,36498.1171875
426.8,9.6256059619992271,10.459125518798828,36499.8671875
427,9.6564202975487525,10.458430290222168,36481.0390625
427.2,9.6659791399342136,10.459002494812012,36486.078125
427.4,9.67872134718784,10.460315704345703,36491.72265625
427.6,9.6973153000469363,10.461280822753906,36490.9453125
427.8,9.72494245603103,10.461185455322266,36497.484375
428,9.751501496780751,10.460623741149902,36502.81640625
428.2,9.7833744108214855,10.459494590759277,36487.24609375
428.4,9.817372111239175,10.461626052856445,36485.1640625
428.6,9.856157256725222,10.461709976196289,36490.86328125
428.8,9.8901511424456459,10.460540771484375,36500.05859375
429,9.9326594324629429,10.46070671081543,36486.28125
429.2,9.9794096658396168,10.459465980529785,36494.0390625
429.4,10.003315584641094,10.460200309753418,36489.8203125
429.6,10.055913748925971,10.460199356079102,36489.7890625
429.8,10.099478710085847,10.458700180053711,36494.359375
430,10.14676490842834,10.459630966186523,36500.9453125
430.2,10.202020009358725,10.459576606750488,36489.0625
430.4,10.253559595152389,10.458799362182617,36505.38671875
430.6,10.301376036414805,10.458307266235352,36490.30859375
430.8,10.317313052628391,10.460375785827637,36491.28125
431,10.354503654657409,10.45985221862793,36490.7421875
431.2,10.393290707492088,10.460381507873535,36496.7109375
431.4,10.427826280224231,10.459455490112305,36489.20703125
431.6,10.459170858693677,10.459499359130859,36486.265625
431.8,10.48945495132328,10.460149765014648,36493.8046875
432,10.510709655525149,10.460210800170898,36488.92578125
432.2,10.540461597886196,10.459719657897949,36490.9140625
432.4,10.567028268030448,10.460165977478027,36495.03125
432.6,10.605279355899308,10.460882186889648,36499.76171875
432.8,10.641411379437114,10.461466789245606,36489.2734375
