Image,Avg_Angle_StD,Avg_Major_Minor,Streak
294.0,65.6061333620794,1.763264134240302,0.0
295.0,18.69937943158925,1.9109488411331306,0.0
296.0,71.54146673058526,1.647129677566905,0.0
297.0,8.598617101556018,2.9205848805115044,1.0
298.0,77.4768646287028,2.1297473450023956,0.0
299.0,65.6705055750123,1.7863606247112025,0.0
300.0,51.40370415326486,1.566368547153611,0.0
301.0,71.4323448450752,2.2380460524912595,0.0
302.0,61.75311161236889,1.6744438873270422,0.0
303.0,43.344982160644804,1.6738933811785395,0.0
304.0,30.148766997293002,1.9017177283900484,0.0
305.0,48.27426549984564,1.6708585606265658,0.0
306.0,72.97344871310676,1.9392902865480415,0.0
307.0,80.1028942659096,2.3296620684866824,0.0
308.0,27.313035824646075,1.8437441473822256,0.0
309.0,76.29206147056163,2.3617646565639463,0.0
310.0,31.53617373510007,2.0878269091833843,1.0
311.0,12.835670958932628,3.0041075841311926,1.0
312.0,8.370687830160675,2.934403861673342,1.0
313.0,42.6274936011089,1.6797223408041044,0.0
314.0,64.7051971572481,1.802781732499028,0.0
315.0,23.951021268008848,2.046260963188241,0.0
316.0,67.55790203323872,1.752563748851951,0.0
317.0,38.800108768372034,1.5957520178205027,0.0
318.0,17.893536600158853,1.9586470088982382,1.0
319.0,61.82519200086489,1.8576888188505847,0.0
320.0,43.789290478229205,1.7903117040576013,0.0
321.0,42.60060229500725,1.6374228659990797,0.0
322.0,61.12492068124167,1.7127836197379631,0.0
323.0,23.74706457499303,2.5361225175600386,1.0
324.0,64.92069370016479,1.6673492069124254,0.0
325.0,43.89646911031,1.4982273204794392,0.0
326.0,49.52770764455362,1.5788143186411703,0.0
327.0,55.52886895092531,1.6866741352617804,0.0
328.0,43.5416176757366,1.7036600268057793,0.0
329.0,69.65965095121473,1.651660460644631,0.0
330.0,55.81495419779236,1.6677957914727957,0.0
331.0,43.83399295404067,1.651003649698811,0.0
332.0,29.35974916394212,1.5770184742682074,0.0
333.0,59.444541905527046,1.74740857079822,0.0
334.0,15.062805983420978,2.01489199962718,0.0
335.0,67.7626625143909,1.7748631952851173,0.0
336.0,32.30260672511824,1.6913848160729672,0.0
337.0,42.55701710662447,1.5258001984426939,0.0
338.0,40.7480688311376,1.5868408825159288,0.0
339.0,31.169043135889176,1.749134197114705,1.0
340.0,74.53513399102889,1.7888540910505022,0.0
341.0,31.750658138126088,1.664249647219283,0.0
342.0,35.866727374539714,1.6895220146856704,1.0
343.0,67.7704255242088,1.7235834719072007,0.0
344.0,28.95820644405653,1.8987975205446945,0.0
345.0,2.630811471770643,2.216502107144673,1.0
346.0,71.52392453039943,2.008567272946395,0.0
347.0,20.230392970973153,1.9238514225605319,0.0
348.0,58.75476337326949,1.5252945228958257,0.0
349.0,13.466333345049794,2.8749936000812157,1.0
350.0,33.699309309094666,1.6783882037887896,0.0
351.0,69.87030034867995,2.0280174167380314,0.0
352.0,9.734593058820348,3.8934696943529374,1.0
353.0,57.94911738445959,1.613032201731575,0.0
354.0,46.9409171875638,1.600794101511447,0.0
355.0,20.39308835595721,2.069680834966205,1.0
356.0,29.59526910634271,1.8318974710878104,0.0
357.0,66.76916773026709,1.733327681047495,0.0
358.0,5.178817885760953,2.129746607444465,1.0
359.0,53.138915233050525,1.5774037500415306,0.0
360.0,71.44343041355998,1.7747404076497697,0.0
361.0,55.20239947591852,1.6582547201641655,0.0
362.0,56.54556097839053,1.7371105787273913,0.0
363.0,59.44126298046016,2.418909247571588,0.0
364.0,74.92004217235768,1.9406484870078577,0.0
365.0,3.420428823018152,2.9659693612713536,1.0
366.0,13.511985007839186,2.51050621901341,1.0
367.0,79.24111250694304,2.278291759798317,0.0
368.0,66.99054039294448,1.7706294673437306,0.0
369.0,69.90597614433469,1.6928520161474103,0.0
370.0,59.56481409930232,1.6728298765471856,0.0
371.0,58.44902376454072,1.6043053684009159,0.0
372.0,14.841656007500736,2.2180162485445467,1.0
373.0,70.60108207959156,1.8519216995690282,0.0
374.0,49.419431946040966,1.6421886411050164,0.0
375.0,16.06483364232433,2.097054890636236,1.0
376.0,34.50727499843475,1.6795960004118136,0.0
377.0,15.582970786498702,1.9470686475214374,1.0
378.0,70.78735052353272,1.8000259093238888,0.0
379.0,45.01719981659788,1.5690158128050897,0.0
380.0,16.054363000787625,1.8289529171843433,0.0
381.0,74.96320886064584,2.358668643163505,0.0
382.0,73.5789941645325,1.833338071485528,0.0
383.0,26.815151895972576,2.216213524702678,1.0
384.0,59.8166239994711,1.5430271589341595,0.0
385.0,70.15533896256458,2.022438035690556,0.0
386.0,75.90713095587795,1.7882548975139072,0.0
387.0,69.81550363749184,1.7233509288303381,0.0
388.0,61.156924178291106,2.326981417142741,0.0
389.0,49.47916295324746,1.6779366800303153,0.0
390.0,56.78113521337718,1.6885690366353303,0.0
391.0,68.8476789212811,2.061737719480072,0.0
392.0,69.56117474461693,1.8363971231481142,0.0
393.0,61.937283000948305,1.7359735111391508,0.0
394.0,32.89922055987801,1.759484497494391,0.0
395.0,66.1873306963573,1.9992839735429022,0.0
396.0,73.8270747381673,1.9255957466659517,0.0
397.0,38.463469063130155,1.6090472542751215,0.0
398.0,63.79699052248864,2.457550740980911,0.0
399.0,53.82757841368209,1.6497554794314642,0.0
400.0,46.99994178601071,1.80521415792406,0.0
401.0,64.1220624940377,2.11098187408143,0.0
402.0,61.66283718092876,1.6720844922108002,0.0
403.0,61.85034268503552,1.7511570016380262,0.0
404.0,61.958168719901884,1.912221359200794,0.0
405.0,39.23538191624266,1.5105043811281136,0.0
406.0,36.550022057081094,1.3820491727574338,0.0
407.0,76.4690141534863,2.6051978268956124,0.0
408.0,14.670821079945162,2.276269303549312,1.0
409.0,71.70009346041036,1.9184582157636256,0.0
410.0,46.426541978293216,1.4966551444713059,0.0
411.0,33.90336674177802,1.671842633075821,0.0
412.0,69.66699459772862,1.7292471060555272,0.0
413.0,27.29391402429179,1.7459737417552406,1.0
414.0,15.84563987269705,2.0310004349248723,1.0
415.0,57.032388043362786,1.585903587544086,0.0
416.0,66.41034049387486,1.6499032511111862,0.0
417.0,48.82438299951621,1.6906953857395437,0.0
418.0,24.382426263459827,1.9017464209206432,0.0
419.0,70.43859263389398,1.7999751455250372,0.0
420.0,54.311429704515014,1.588144979755464,0.0
421.0,4.135623706286635,3.046567212888585,1.0
422.0,73.400198620577,2.028879297450765,0.0
423.0,70.56880077709228,1.7828045371917602,0.0
424.0,6.462109246861071,3.266711417239583,1.0
425.0,55.242169423078984,1.7288475826392413,0.0
426.0,68.58902071405922,1.9001492362350156,0.0
427.0,18.974685065458488,2.5161338503783006,1.0
428.0,63.19999003956349,1.7594389745545114,0.0
429.0,56.077660408241364,1.482701896529378,0.0
430.0,47.49078326229325,1.5736193097590778,0.0
431.0,33.03280004918606,1.7321759546435957,1.0
432.0,30.437212224074226,1.8598113901490967,1.0
433.0,58.66811566496319,1.7712051755463243,0.0
434.0,56.67882615293011,1.596623308199376,0.0
435.0,17.73075195077174,1.8301978407083188,1.0
436.0,49.640029375595375,1.587748441604606,0.0
437.0,41.203191472263406,1.6901165059421868,0.0
438.0,15.388824062838014,1.8918409823553068,1.0
439.0,61.320035736727846,1.519933965424343,0.0
440.0,56.32530693587251,1.5947786020303694,0.0
441.0,26.312314354932802,1.727635241506496,0.0
442.0,63.87819652068335,1.6736868268525196,0.0
443.0,37.32794913862842,1.710131191699777,0.0
444.0,20.48791122797068,2.2202655855585727,1.0
445.0,72.02431072529069,1.967881147212751,0.0
446.0,44.68752181319043,1.5784255450517748,0.0
447.0,19.373510290209254,2.2562810073480417,1.0
448.0,38.674490679329644,1.779888184792427,0.0
449.0,73.71167790093084,1.940458935438186,0.0
450.0,15.475471412528922,1.654845746029126,0.0
451.0,43.37405384400012,1.5989412943331682,0.0
452.0,52.59287502449187,1.7383131821631312,0.0
453.0,38.24736079715174,1.7021996416679996,0.0
454.0,52.36601733315925,1.5062315435704734,0.0
455.0,64.70708909435062,1.6434172230162458,0.0
456.0,40.213377349119966,1.739399022102305,0.0
457.0,33.97988144516546,1.9833366149585547,1.0
458.0,48.635871396232986,1.681706246352601,0.0
459.0,64.79853037685162,1.7532826043188636,0.0
460.0,24.89254138220611,1.803618333679518,0.0
461.0,32.93309291110323,1.8898454220694707,0.0
462.0,59.46148074569572,1.6734194011026788,0.0
463.0,62.32589526766946,1.6677933941059928,0.0
464.0,16.71478889633037,1.90664396961451,1.0
465.0,58.77739922067853,1.6540617753386075,0.0
466.0,32.1574579955173,1.754990739605372,0.0
467.0,42.403882244248386,1.557163715834026,1.0
468.0,71.25678555455366,1.7632551051552954,0.0
469.0,65.92293608348267,1.9930312844683915,0.0
470.0,50.26463836959929,1.712357026789259,0.0
471.0,28.852412745730643,1.8556576344492655,0.0
472.0,74.38079662327061,1.9880410125743935,0.0
473.0,14.866512011489283,2.626042438775923,1.0
474.0,21.573051703340763,1.9246850603098697,1.0
475.0,73.45995366540772,2.0852191016874024,0.0
476.0,46.59086972054063,1.7869683730313757,0.0
477.0,76.8925982858036,2.089743831006396,0.0
478.0,10.888537658076999,2.205036968267299,1.0
479.0,13.883889410693508,2.1214723000174316,1.0
480.0,69.8203202886211,2.2137762038710496,0.0
481.0,49.36967979866005,1.6007672432616147,0.0
482.0,11.227249123845475,2.5084090791331026,1.0
483.0,58.92808949684963,1.7138079521703011,0.0
484.0,77.15216021605342,2.248835056375636,0.0
485.0,7.059604796059281,3.197569143882286,1.0
486.0,75.84229767999106,2.212544581179584,0.0
487.0,67.08179707162292,1.6607553457125233,0.0
488.0,67.93982499825874,1.7497821177503385,0.0
489.0,79.61711335786518,2.388597218947121,0.0
490.0,20.420574365323866,2.372215403127308,1.0
491.0,65.58520991595499,2.03750045625837,0.0
492.0,62.49263265545051,1.613931658446012,0.0
493.0,64.18914512556097,2.059778854804215,0.0
494.0,33.14776757404421,2.0355223782599263,0.0
495.0,37.452379000552426,1.650040788142461,0.0
496.0,70.13529217011836,1.893535182260567,0.0
497.0,24.26497976549576,2.3047957814411024,0.0
498.0,19.148887667687703,2.2894037496006847,1.0
499.0,70.93117274512404,1.8372107556856807,0.0
500.0,36.64933959236119,1.7822388141479477,0.0
501.0,29.155066282442125,2.3509755674889594,1.0
502.0,73.11609030747329,2.0457344540842044,0.0
503.0,76.3916984117539,2.2232313091241527,0.0
504.0,33.4284782003177,1.9966055727572427,1.0
505.0,24.871783849054104,2.1749604074076663,0.0
506.0,77.93106820918004,2.314826147822808,0.0
507.0,23.997414154315674,1.997299024879079,0.0
508.0,18.31308698171884,2.1007418299419034,1.0
509.0,23.389759291273258,2.1075066133495572,1.0
510.0,26.606629860381485,2.20528779026282,1.0
511.0,58.42456085058425,1.6281141060713016,0.0
512.0,40.52981722811543,1.8552186140625404,0.0
513.0,42.607125375157324,1.6026800461505017,0.0
514.0,59.17200658942682,1.6553119116177788,0.0
515.0,36.537075685115006,1.8878369048017374,0.0
516.0,52.3123386636036,1.692339786845712,0.0
517.0,11.7192795354598,1.9262497204422853,0.0
518.0,51.39032893114554,1.804139932262698,0.0
519.0,55.28533162791626,1.6320722554641964,0.0
520.0,25.437920181623866,1.6450762943770199,0.0
521.0,40.33535758158185,1.847143783681107,0.0
522.0,63.62745096709945,1.6530129704626924,0.0
523.0,8.689929473102758,2.924177161125855,1.0
524.0,69.77896192707773,1.8747350076723954,0.0
525.0,68.68196498049929,2.205076925367357,0.0
526.0,24.345905859378526,2.112504128048402,0.0
527.0,40.00292147742803,1.9271611227045358,0.0
528.0,28.169547562751706,2.3718986550694896,0.0
529.0,76.30499386777421,2.04984579426273,0.0
530.0,10.147323072771943,3.035361756554819,1.0
531.0,36.60656964100767,1.9826598017841803,0.0
532.0,64.54133107580145,1.9046519874150512,0.0
533.0,9.829290259021437,3.4076452561922723,1.0
534.0,47.32670472585113,1.6483973127629294,0.0
535.0,48.99954729708411,1.556521449188561,0.0
536.0,32.26760620823558,1.8471538356303798,0.0
537.0,45.24173023979041,1.4943379665986374,0.0
538.0,62.1030602759124,1.7408941095457633,0.0
539.0,34.45679984042418,1.756800790910991,0.0
540.0,6.65905618345707,3.1773513352563,1.0
541.0,22.30463281141546,2.104512979037092,0.0
542.0,44.03087952190847,1.8794099252662366,0.0
543.0,65.51580390972138,1.6501237345576123,0.0
544.0,50.650761545114364,1.542673466319012,0.0
545.0,54.75431781401719,1.6505461692399266,0.0
546.0,36.3823933818641,1.7108405801632098,0.0
547.0,32.23631228895779,1.7260973997163815,0.0
548.0,33.225563020763836,1.6544478331004762,0.0
549.0,51.36776440248692,1.6604963913746213,0.0
550.0,59.35175046466896,1.7383799908890816,0.0
551.0,56.047433424912505,1.6578893569471693,0.0
552.0,42.59390968840939,2.096712601872226,1.0
553.0,35.03335506889842,1.8446435589906147,0.0
554.0,48.687347998933774,1.6066722446547108,0.0
555.0,25.899267414749204,1.9142822980096919,0.0
556.0,46.49527471518153,1.8444129085049044,0.0
557.0,68.38614133370108,1.8406421808733942,0.0
558.0,58.78588260635899,1.6461184830099633,0.0
559.0,32.71816898714067,1.6687189750652123,0.0
560.0,48.99200447323579,1.5575531890943823,0.0
561.0,22.807857130809293,2.0286590819243098,1.0
