 	Area	Mean	StdDev	Min	Max	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
1	1749	26.584	12.256	1	70	201.539	2503	1	67	41	55.134	40.391	177.269	0.541	1.365	0.733	0.903
2	2185	25.375	13.059	0	81	201.782	3248	1	58	49	59.162	47.024	153.746	0.674	1.258	0.795	0.930
3	3458	31.617	16.081	0	88	265.380	3931	1	68	69	75.900	58.009	131.222	0.617	1.308	0.764	0.927
4	179	14.318	7.630	0	40	69.255	1199	5	17	20	18.548	12.287	121.711	0.469	1.510	0.662	0.740
5	85	20.212	9.146	2	46	45.698	1616	14	11	16	14.215	7.614	108.582	0.511	1.867	0.536	0.711
6	16	21.375	10.462	5	42	22.142	38	15	4	9	8.442	2.413	103.163	0.410	3.499	0.286	0.604
7	24261	33.754	24.496	0	139	1151.024	1100	18	314	179	325.928	94.776	165.214	0.230	3.439	0.291	0.697
8	31	20.065	6.628	7	33	24.142	3149	21	6	9	8.646	4.565	74.426	0.668	1.894	0.528	0.738
9	1809	26.771	11.602	2	73	202.208	3529	40	46	64	61.167	37.656	65.468	0.556	1.624	0.616	0.873
10	30	18.500	11.485	4	40	26.971	3041	43	6	10	10.439	3.659	114.699	0.518	2.853	0.351	0.682
11	94	20.904	9.756	1	43	55.941	3388	43	11	22	20.718	5.777	110.793	0.377	3.586	0.279	0.699
12	107	34.897	13.284	8	66	47.698	1951	45	12	18	19.518	6.980	120.530	0.591	2.796	0.358	0.823
13	885	39.520	22.408	0	110	129.782	832	47	36	38	37.653	29.926	136.597	0.660	1.258	0.795	0.881
14	187	15.144	7.779	2	39	61.941	1499	47	14	20	18.403	12.938	81.703	0.612	1.422	0.703	0.803
15	99	14.101	7.492	0	34	43.456	904	51	13	12	13.535	9.313	128.317	0.659	1.453	0.688	0.802
16	22	20.136	8.305	4	35	25.556	3090	53	6	9	8.760	3.198	110.448	0.423	2.740	0.365	0.629
17	744	33.387	14.987	2	81	124.468	2489	75	35	33	32.817	28.866	179.122	0.603	1.137	0.880	0.851
18	85	19.718	9.223	0	45	37.213	3067	91	10	12	12.862	8.414	77.743	0.771	1.529	0.654	0.842
19	27	10.889	5.071	2	21	24.142	2623	101	9	6	8.655	3.972	10.362	0.582	2.179	0.459	0.692
20	102	20.382	9.372	3	51	43.456	3892	102	11	14	13.626	9.531	94.292	0.679	1.430	0.700	0.813
21	17	20.471	7.674	5	36	15.899	932	109	4	6	5.418	3.995	79.020	0.845	1.356	0.737	0.850
22	24	19.208	9.441	2	39	18.142	973	125	5	7	6.711	4.553	114.499	0.916	1.474	0.678	0.828
23	101	43.960	16.512	8	80	40.627	3015	127	10	15	14.723	8.734	115.337	0.769	1.686	0.593	0.863
24	121	31.405	12.720	5	71	48.527	3802	127	12	18	18.434	8.357	114.882	0.646	2.206	0.453	0.818
25	577	23.177	10.105	1	62	126.267	1909	140	23	40	36.800	19.964	101.988	0.455	1.843	0.543	0.813
26	47	17.723	9.491	6	42	31.213	1693	146	9	11	8.594	6.964	89.146	0.606	1.234	0.810	0.707
27	207	14.932	8.274	1	43	77.841	551	147	20	19	20.853	12.639	41.691	0.429	1.650	0.606	0.728
28	758	22.734	10.003	1	51	135.539	879	152	38	35	38.740	24.912	136.747	0.519	1.555	0.643	0.841
29	32	19.188	7.328	4	33	26.385	2578	165	7	10	9.707	4.197	113.566	0.578	2.313	0.432	0.711
30	161	20.478	9.493	1	47	58.184	946	197	21	14	20.422	10.038	167.972	0.598	2.035	0.492	0.770
31	102	39.912	13.731	8	68	41.456	531	219	10	14	14.510	8.950	108.558	0.746	1.621	0.617	0.864
32	6870	44.277	28.829	0	145	506.257	894	227	109	167	183.264	47.730	118.780	0.337	3.840	0.260	0.833
33	25	14.960	8.546	2	27	27.556	3349	227	4	11	9.880	3.222	96.901	0.414	3.067	0.326	0.658
34	1005	28.137	12.666	1	71	161.095	3155	235	40	52	49.745	25.723	121.003	0.487	1.934	0.517	0.816
35	53	29.887	11.019	4	53	32.971	407	251	7	13	12.349	5.464	104.192	0.613	2.260	0.442	0.768
36	16	16.062	8.378	3	34	20.971	3773	257	8	5	7.317	2.784	163.192	0.457	2.628	0.381	0.552
37	47	19.213	8.708	3	40	27.556	2108	264	8	9	10.722	5.581	119.247	0.778	1.921	0.520	0.862
38	303	17.185	8.625	0	42	84.912	3449	267	18	28	26.475	14.572	71.710	0.528	1.817	0.550	0.792
39	106	43.472	14.171	8	73	42.042	1710	269	11	14	15.687	8.603	119.920	0.754	1.823	0.548	0.855
40	127	40.898	13.716	1	69	50.527	3689	271	12	18	18.230	8.870	112.544	0.625	2.055	0.487	0.801
41	21	9.381	5.679	0	19	20.728	519	279	7	6	7.986	3.348	43.871	0.614	2.385	0.419	0.737
42	2804	35.800	19.091	0	95	249.421	3029	296	52	75	71.172	50.162	88.431	0.566	1.419	0.705	0.871
43	200	41.070	13.856	1	73	61.941	2625	326	15	23	22.411	11.363	105.858	0.655	1.972	0.507	0.840
44	136	23.772	11.612	1	58	68.426	1050	338	15	25	24.276	7.133	115.056	0.365	3.403	0.294	0.725
45	204	35.324	15.606	2	70	64.770	1301	362	13	24	22.261	11.668	97.935	0.611	1.908	0.524	0.824
46	49	16.367	7.645	3	32	41.456	152	368	11	12	10.237	6.095	54.679	0.358	1.680	0.595	0.566
47	375	24.299	10.397	2	51	101.397	2441	378	17	40	35.647	13.394	89.680	0.458	2.661	0.376	0.807
