 	Area	Mean	StdDev	Min	Max	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
1	4013	44.011	23.529	0	142	346.919	407	1	97	65	90.210	56.640	168.686	0.419	1.593	0.628	0.809
2	541	20.022	10.400	0	55	111.296	2668	2	34	24	33.772	20.396	156.011	0.549	1.656	0.604	0.857
3	23	25.826	11.846	7	51	20.142	3429	2	6	7	7.601	3.853	126.550	0.712	1.973	0.507	0.730
4	152	27.763	12.915	3	63	70.426	1831	16	27	15	28.235	6.854	161.653	0.385	4.119	0.243	0.705
5	223	64.614	23.700	7	119	67.255	1313	18	24	19	28.289	10.037	146.026	0.620	2.818	0.355	0.853
6	25	10.560	6.172	3	26	24.971	2745	31	5	9	8.328	3.822	87.811	0.504	2.179	0.459	0.658
7	21	10.571	7.769	1	29	18.728	2752	37	6	6	7.314	3.656	43.209	0.752	2.001	0.500	0.778
8	19	17.316	9.037	2	31	22.728	1854	38	8	6	7.635	3.168	140.692	0.462	2.410	0.415	0.644
9	47	25.532	11.974	3	53	31.799	1866	46	9	11	11.676	5.125	129.456	0.584	2.278	0.439	0.729
10	17	22.706	10.682	5	43	15.314	1946	63	5	5	5.933	3.648	132.882	0.911	1.626	0.615	0.829
11	722	17.363	9.001	1	47	132.853	1274	66	37	30	34.576	26.588	168.927	0.514	1.300	0.769	0.823
12	1111	24.762	11.437	1	74	160.752	2810	66	43	39	44.949	31.470	151.817	0.540	1.428	0.700	0.856
13	16	14.188	9.268	3	35	29.556	1792	71	6	9	6.054	3.365	61.104	0.230	1.799	0.556	0.427
14	233	41.189	15.010	4	76	63.012	2719	78	24	15	21.114	14.051	5.461	0.737	1.503	0.665	0.879
15	1946	46.355	25.289	1	131	288.735	3709	79	60	58	53.422	46.380	34.734	0.293	1.152	0.868	0.751
16	57	27.526	12.014	9	68	33.799	1163	87	12	9	12.596	5.762	145.611	0.627	2.186	0.457	0.786
17	332	18.286	10.006	0	50	80.912	1711	89	19	25	23.875	17.705	104.321	0.637	1.349	0.742	0.832
18	39	29.846	11.511	4	58	24.385	3507	91	9	7	8.007	6.202	149.456	0.824	1.291	0.775	0.812
19	601	20.454	9.239	0	48	119.296	622	92	37	27	33.896	22.575	2.483	0.531	1.501	0.666	0.842
