 	Area	Mean	StdDev	Min	Max	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
1	456	34.976	13.979	1	91	102.326	1828	1	35	21	34.299	16.927	24.419	0.547	2.026	0.494	0.845
2	3470	19.536	9.723	0	62	314.250	3534	1	84	70	89.168	49.548	38.976	0.442	1.800	0.556	0.879
3	3340	46.790	26.529	1	162	298.007	3646	1	88	61	73.726	57.681	18.846	0.473	1.278	0.782	0.866
4	25	17.640	9.991	1	36	18.485	1219	3	6	5	5.865	5.427	6.748	0.919	1.081	0.925	0.909
5	1331	55.808	29.081	1	132	145.782	1217	7	49	39	45.002	37.658	5.766	0.787	1.195	0.837	0.919
6	849	19.429	9.653	1	53	152.368	3968	7	31	41	35.666	30.308	76.518	0.460	1.177	0.850	0.859
7	1336	20.213	10.749	1	59	226.693	381	23	53	43	47.899	35.514	18.054	0.327	1.349	0.741	0.774
8	148	11.764	6.137	1	27	69.012	1713	25	22	14	18.928	9.956	13.236	0.390	1.901	0.526	0.649
9	890	32.543	15.085	0	79	150.610	1858	30	45	34	43.895	25.816	29.407	0.493	1.700	0.588	0.849
10	337	60.941	24.291	3	128	93.740	2245	46	30	26	35.004	12.258	31.461	0.482	2.856	0.350	0.769
11	31	28.871	14.200	1	53	21.556	1568	68	7	7	7.541	5.234	40.943	0.838	1.441	0.694	0.816
12	102	30.529	12.822	3	63	40.627	214	78	14	10	13.883	9.354	169.036	0.777	1.484	0.674	0.868
13	125	31.272	13.126	2	59	45.698	3904	87	13	15	14.371	11.075	59.279	0.752	1.298	0.771	0.836
14	51	29.000	11.307	5	49	26.971	1776	98	8	9	9.881	6.572	57.105	0.881	1.504	0.665	0.879
15	164	50.701	20.600	9	96	54.527	347	103	16	17	17.810	11.725	39.518	0.693	1.519	0.658	0.848
16	138	30.674	13.341	4	69	49.698	2693	108	17	14	16.117	10.902	150.421	0.702	1.478	0.676	0.807
17	569	42.791	18.399	3	112	119.983	1754	109	27	37	37.246	19.451	107.534	0.497	1.915	0.522	0.751
18	28	31.071	10.770	6	51	21.314	3323	113	7	6	7.907	4.509	38.155	0.775	1.754	0.570	0.824
19	123	26.496	16.897	2	72	51.698	445	116	22	8	21.715	7.212	179.446	0.578	3.011	0.332	0.837
20	18	17.111	6.641	7	28	15.899	3745	117	4	6	6.354	3.607	96.782	0.895	1.762	0.568	0.857
21	30	35.367	13.818	14	65	24.971	2307	125	10	6	9.836	3.883	28.098	0.605	2.533	0.395	0.769
22	37	39.919	16.103	4	65	24.142	359	126	9	6	9.396	5.014	16.768	0.798	1.874	0.534	0.831
23	115	46.417	17.188	2	77	46.870	2906	126	17	11	14.793	9.898	4.420	0.658	1.495	0.669	0.801
24	106	32.538	9.697	10	56	42.042	1852	127	15	11	15.002	8.997	19.069	0.754	1.667	0.600	0.831
25	42	22.810	10.789	4	43	29.213	3297	131	12	7	10.130	5.279	21.199	0.618	1.919	0.521	0.718
26	23	21.087	9.400	3	34	20.728	3188	133	7	6	7.955	3.681	37.388	0.673	2.161	0.463	0.742
27	67	53.910	14.873	24	91	30.385	243	135	10	9	10.617	8.035	23.510	0.912	1.321	0.757	0.876
28	108	43.167	14.907	6	80	51.598	1303	148	17	17	21.578	6.373	46.771	0.510	3.386	0.295	0.761
29	215	66.651	19.788	10	113	57.698	247	157	21	14	21.744	12.589	16.675	0.812	1.727	0.579	0.909
30	58	45.310	13.797	10	75	30.385	3563	159	11	8	11.146	6.626	20.588	0.789	1.682	0.594	0.847
31	768	20.117	10.204	0	55	135.882	1508	161	46	27	44.980	21.740	17.919	0.523	2.069	0.483	0.857
32	238	45.252	20.754	2	104	90.426	2145	164	35	17	36.351	8.336	19.697	0.366	4.361	0.229	0.727
33	102	32.971	13.756	2	63	43.698	1167	167	14	13	13.196	9.842	46.583	0.671	1.341	0.746	0.764
34	328	40.159	18.326	3	87	86.326	3062	172	26	25	30.730	13.590	36.786	0.553	2.261	0.442	0.806
35	1998	28.333	12.520	1	78	227.865	1175	177	66	49	66.574	38.212	28.531	0.484	1.742	0.574	0.864
36	55	49.418	11.836	19	67	27.556	3682	182	9	8	9.565	7.322	38.445	0.910	1.306	0.765	0.894
37	25	8.800	3.841	2	16	22.728	3825	186	8	6	8.335	3.819	45.000	0.608	2.183	0.458	0.714
38	18	13.111	5.324	2	22	29.799	263	189	10	6	7.564	3.030	20.728	0.255	2.497	0.401	0.474
39	707	27.447	12.990	0	71	128.953	474	191	38	32	41.967	21.450	32.999	0.534	1.957	0.511	0.840
40	3320	17.964	10.868	0	76	329.747	2767	193	89	72	100.784	41.943	36.814	0.384	2.403	0.416	0.849
41	2345	21.146	10.337	0	68	241.037	1634	197	68	52	65.619	45.501	8.150	0.507	1.442	0.693	0.869
42	174	69.299	21.222	17	124	50.284	3433	206	16	15	16.492	13.434	24.074	0.865	1.228	0.815	0.890
