 	Area	Mean	StdDev	Min	Max	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
1	59	31.949	10.428	7	50	34.385	905	5	11	10	10.378	7.239	37.023	0.627	1.434	0.698	0.756
2	33	14.939	6.413	2	29	29.899	1	9	4	13	12.745	3.297	94.797	0.464	3.866	0.259	0.846
3	20	14.600	5.093	4	27	23.556	1134	13	7	8	7.813	3.259	45.000	0.453	2.397	0.417	0.606
4	27	18.296	7.956	4	35	21.556	3531	24	7	7	7.918	4.341	54.150	0.730	1.824	0.548	0.740
5	141	30.617	12.772	8	58	52.870	1477	31	17	12	16.585	10.825	1.192	0.634	1.532	0.653	0.827
6	1289	16.721	8.842	0	54	166.610	2159	39	44	44	43.885	37.398	42.872	0.584	1.173	0.852	0.878
7	122	17.803	10.037	0	43	47.113	3840	42	14	16	15.721	9.881	44.250	0.691	1.591	0.628	0.819
8	36	26.806	9.913	8	46	29.799	900	60	6	11	9.153	5.008	86.602	0.509	1.828	0.547	0.720
9	24	13.792	7.442	3	32	20.142	3655	76	6	7	6.284	4.863	129.498	0.743	1.292	0.774	0.727
10	17	20.118	6.613	5	34	22.385	254	86	7	7	7.221	2.998	45.243	0.426	2.409	0.415	0.531
11	17	23.000	10.308	6	37	17.314	1802	114	5	6	7.098	3.049	64.177	0.713	2.328	0.430	0.756
12	20	22.850	13.797	2	50	18.142	3423	129	7	5	6.194	4.111	171.800	0.764	1.506	0.664	0.741
13	533	33.405	14.770	2	78	107.640	1268	133	25	41	40.375	16.808	66.448	0.578	2.402	0.416	0.861
14	194	41.216	13.182	12	87	59.941	2887	141	17	18	18.172	13.593	49.313	0.679	1.337	0.748	0.847
15	88	31.534	11.870	11	60	56.728	1	155	5	26	25.753	4.351	89.971	0.344	5.919	0.169	0.830
16	23	17.348	8.321	2	33	27.213	3898	160	9	9	9.534	3.072	48.833	0.390	3.104	0.322	0.575
17	33	20.242	7.738	5	32	30.971	1362	170	9	8	8.463	4.965	21.607	0.432	1.704	0.587	0.617
18	83	20.157	9.414	2	46	40.385	2450	170	10	14	14.514	7.281	59.431	0.640	1.993	0.502	0.802
19	131	26.504	10.871	4	54	51.698	2015	183	12	18	16.233	10.275	77.811	0.616	1.580	0.633	0.804
20	34	26.618	13.571	4	58	30.627	1382	197	9	10	9.077	4.769	53.327	0.455	1.903	0.525	0.581
21	145	19.828	9.849	1	46	70.770	3887	200	11	28	27.204	6.786	80.582	0.364	4.009	0.249	0.678
22	35	17.257	7.823	1	33	24.971	1481	202	8	8	8.136	5.477	46.289	0.705	1.485	0.673	0.737
23	228	16.298	7.052	1	33	83.497	1632	207	17	24	21.059	13.785	81.807	0.411	1.528	0.655	0.696
24	239	23.883	12.205	0	78	91.497	953	223	17	31	27.893	10.910	85.152	0.359	2.557	0.391	0.674
25	19	20.895	10.376	1	37	16.485	1130	234	6	4	6.139	3.941	19.445	0.879	1.558	0.642	0.905
26	3086	20.046	10.375	0	67	299.120	327	240	66	74	74.279	52.898	118.206	0.433	1.404	0.712	0.864
27	254	28.571	12.157	3	63	75.841	2585	257	17	26	24.665	13.112	101.298	0.555	1.881	0.532	0.782
28	28	22.643	10.053	6	41	25.556	1655	273	6	10	9.172	3.887	56.783	0.539	2.360	0.424	0.718
29	153	14.379	7.420	0	40	91.497	1088	295	19	18	16.120	12.085	22.660	0.230	1.334	0.750	0.576
30	97	28.804	13.831	0	64	54.870	937	323	18	12	14.781	8.355	32.603	0.405	1.769	0.565	0.653
31	44	26.886	11.556	7	48	24.728	823	336	8	7	8.103	6.914	149.230	0.904	1.172	0.853	0.898
32	79	17.557	10.885	2	52	73.355	1102	336	15	13	10.826	9.291	4.631	0.184	1.165	0.858	0.502
33	89	38.865	12.443	7	71	39.213	1258	345	12	11	13.558	8.358	41.388	0.727	1.622	0.616	0.852
34	40	17.450	8.461	2	33	36.627	1943	353	7	12	9.457	5.385	75.867	0.375	1.756	0.569	0.635
35	20	28.900	9.301	11	45	17.899	2999	357	7	4	7.605	3.349	16.060	0.784	2.271	0.440	0.870
36	73	18.151	8.318	2	39	44.627	139	361	14	10	14.113	6.586	155.483	0.461	2.143	0.467	0.699
37	34	14.353	6.009	2	28	26.728	156	364	7	9	8.847	4.893	124.133	0.598	1.808	0.553	0.747
38	242	36.591	14.479	4	74	65.355	810	364	19	20	17.577	17.530	25.738	0.712	1.003	0.997	0.848
39	776	36.125	17.133	0	94	133.782	3777	373	26	47	44.845	22.032	86.597	0.545	2.035	0.491	0.833
40	30	28.533	11.584	10	53	23.556	1715	391	7	8	7.168	5.329	68.460	0.679	1.345	0.743	0.759
41	30	17.233	7.610	4	39	22.971	1528	392	8	7	7.523	5.078	24.019	0.714	1.482	0.675	0.732
42	1847	40.754	20.715	0	104	265.220	1196	395	71	51	60.198	39.066	14.535	0.330	1.541	0.649	0.743
43	935	43.514	22.001	1	138	149.095	560	402	47	37	42.697	27.882	34.743	0.529	1.531	0.653	0.831
44	1434	17.313	8.898	0	52	215.865	2909	412	45	51	47.040	38.814	69.722	0.387	1.212	0.825	0.834
45	54	14.556	8.619	2	36	28.971	3601	456	11	7	9.724	7.071	176.416	0.809	1.375	0.727	0.850
46	17	15.706	10.570	2	40	18.142	2106	468	5	7	6.194	3.495	58.591	0.649	1.772	0.564	0.694
47	24	15.292	6.457	1	24	20.728	206	485	6	7	7.628	4.006	63.033	0.702	1.904	0.525	0.774
48	3538	19.785	10.401	0	66	382.032	1404	492	65	105	104.487	43.113	68.553	0.305	2.424	0.413	0.820
49	98	42.408	17.295	2	77	41.213	1058	502	12	13	13.385	9.322	44.674	0.725	1.436	0.696	0.820
50	106	45.000	17.260	7	89	44.284	832	503	12	15	15.165	8.900	48.956	0.679	1.704	0.587	0.797
51	103	37.573	15.096	4	68	49.355	3824	522	17	13	16.133	8.129	39.779	0.531	1.985	0.504	0.705
52	74	26.473	14.104	4	68	38.870	1377	538	12	13	12.845	7.335	45.032	0.615	1.751	0.571	0.744
53	79	20.633	7.333	5	46	35.556	1542	547	11	10	10.985	9.157	39.046	0.785	1.200	0.834	0.868
54	82	29.488	11.664	5	53	36.042	1990	561	11	12	12.171	8.578	49.651	0.793	1.419	0.705	0.808
55	86	28.663	11.825	3	55	39.698	29	581	12	14	12.408	8.825	43.567	0.686	1.406	0.711	0.775
56	87	45.356	13.892	19	72	36.385	3684	583	11	11	11.192	9.898	31.514	0.826	1.131	0.884	0.857
57	34	29.088	14.175	5	57	24.971	1253	617	8	8	8.405	5.151	45.444	0.685	1.632	0.613	0.747
58	21	18.429	7.152	4	29	17.314	2393	688	6	5	6.069	4.405	174.111	0.880	1.378	0.726	0.824
59	71	30.761	12.469	6	59	34.042	3732	713	9	13	11.723	7.711	73.128	0.770	1.520	0.658	0.816
60	39	16.564	7.622	4	36	26.971	3975	713	7	9	9.762	5.087	66.699	0.674	1.919	0.521	0.765
61	42	21.881	10.877	3	52	34.627	562	719	11	11	12.002	4.456	43.149	0.440	2.694	0.371	0.677
62	27	16.778	8.317	5	40	35.213	3978	724	9	11	10.437	3.294	49.384	0.274	3.169	0.316	0.495
63	176	24.494	11.526	2	57	65.941	3803	731	16	21	16.930	13.236	59.647	0.509	1.279	0.782	0.757
64	1431	44.681	21.480	2	116	177.823	3805	845	45	50	54.580	33.383	54.401	0.569	1.635	0.612	0.875
65	51	30.510	12.755	3	54	30.385	822	872	8	11	11.257	5.768	60.560	0.694	1.952	0.512	0.797
66	124	66.185	18.479	12	99	44.284	1123	883	13	15	14.632	10.790	62.187	0.795	1.356	0.737	0.849
67	29	33.310	11.545	7	53	24.142	1584	905	7	8	8.353	4.420	45.331	0.625	1.890	0.529	0.716
68	48	33.521	12.886	7	56	29.799	405	921	10	9	11.644	5.249	41.799	0.679	2.219	0.451	0.768
69	27	33.926	12.474	5	52	21.556	1501	923	7	7	8.507	4.041	43.228	0.730	2.105	0.475	0.761
70	62	36.194	13.478	2	61	31.213	1631	945	10	10	9.533	8.281	130.431	0.800	1.151	0.869	0.821
71	17	18.176	7.308	5	31	15.314	3116	997	5	5	5.485	3.947	39.189	0.911	1.390	0.720	0.829
72	167	21.856	11.293	1	50	70.184	1657	1012	20	17	18.211	11.676	36.486	0.426	1.560	0.641	0.692
73	35	22.971	9.382	8	41	21.899	407	1017	6	7	6.986	6.379	121.874	0.917	1.095	0.913	0.909
74	33	17.970	10.922	2	49	32.971	2762	1018	9	9	9.205	4.565	51.832	0.381	2.017	0.496	0.574
75	130	41.862	13.988	8	79	46.284	738	1039	13	15	15.918	10.399	115.359	0.763	1.531	0.653	0.870
76	37	30.919	11.817	5	54	23.556	1745	1064	7	8	7.952	5.924	55.041	0.838	1.342	0.745	0.822
77	66	16.576	8.460	1	41	58.527	3701	1073	11	15	14.031	5.989	76.781	0.242	2.343	0.427	0.510
78	66	17.833	9.094	4	48	44.042	3182	1081	11	13	13.300	6.318	52.255	0.428	2.105	0.475	0.691
79	351	36.459	15.010	2	65	80.426	551	1098	18	29	29.030	15.395	90.338	0.682	1.886	0.530	0.848
80	144	40.597	14.154	5	89	47.698	2951	1117	15	15	16.582	11.057	43.511	0.795	1.500	0.667	0.862
81	50	24.520	9.276	5	47	32.971	3604	1117	8	11	10.600	6.006	64.378	0.578	1.765	0.567	0.769
82	70	28.529	10.250	4	52	39.213	125	1123	10	14	12.504	7.128	48.198	0.572	1.754	0.570	0.737
83	34	18.206	8.420	4	38	29.799	974	1124	8	11	11.228	3.856	54.226	0.481	2.912	0.343	0.687
84	27	16.481	7.968	5	38	25.899	2908	1130	7	8	6.845	5.022	127.066	0.506	1.363	0.734	0.684
85	208	24.760	14.508	1	74	71.598	144	1142	20	22	20.667	12.814	57.693	0.510	1.613	0.620	0.768
86	62	29.419	13.818	7	59	31.899	3701	1157	8	10	10.335	7.638	60.806	0.766	1.353	0.739	0.873
87	203	27.606	12.534	2	63	56.184	2623	1198	20	15	18.647	13.861	6.265	0.808	1.345	0.743	0.868
88	412	54.454	19.309	4	100	91.983	6	1216	25	30	31.188	16.820	50.370	0.612	1.854	0.539	0.843
89	220	25.145	13.384	0	66	70.426	3479	1224	23	16	20.913	13.394	172.399	0.557	1.561	0.640	0.797
90	8022	38.580	21.444	0	124	465.044	2976	1229	100	146	118.086	86.496	89.276	0.466	1.365	0.732	0.845
91	113	23.487	11.042	2	52	50.527	1336	1237	12	18	18.178	7.915	106.123	0.556	2.297	0.435	0.729
92	17	20.176	12.350	2	45	15.314	601	1241	5	5	4.786	4.522	45.002	0.911	1.058	0.945	0.810
93	168	42.202	16.622	4	79	53.698	2723	1245	19	13	18.298	11.690	22.756	0.732	1.565	0.639	0.868
94	78	46.231	16.286	10	79	36.870	1599	1246	11	13	13.095	7.584	61.100	0.721	1.727	0.579	0.830
95	304	16.980	9.532	0	46	93.740	1249	1273	19	29	24.807	15.603	64.731	0.435	1.590	0.629	0.777
96	84	30.952	13.908	2	59	38.870	1492	1283	12	12	13.247	8.074	57.226	0.699	1.641	0.609	0.812
97	52	15.962	7.901	1	34	39.698	3507	1291	13	12	14.486	4.571	40.604	0.415	3.169	0.316	0.646
98	376	45.553	19.640	0	107	101.154	2305	1304	19	37	35.263	13.576	71.647	0.462	2.597	0.385	0.797
99	31	30.677	12.103	11	64	20.728	39	1389	6	7	7.059	5.592	46.321	0.907	1.262	0.792	0.861
100	93	33.860	13.594	4	69	47.113	1586	1409	10	17	13.923	8.505	77.045	0.527	1.637	0.611	0.735
101	212	24.368	11.302	0	58	76.184	1793	1438	20	22	21.862	12.347	48.563	0.459	1.771	0.565	0.692
102	18	7.000	2.787	2	12	17.071	3188	1453	3	7	7.099	3.228	82.918	0.776	2.199	0.455	0.947
103	18	16.444	7.147	6	30	22.142	2259	1469	6	8	7.997	2.866	53.522	0.461	2.791	0.358	0.621
104	31	15.935	8.737	0	33	22.142	142	1475	7	7	7.138	5.529	29.476	0.795	1.291	0.775	0.795
105	118	43.924	14.943	0	80	49.698	855	1485	13	16	17.047	8.814	53.502	0.600	1.934	0.517	0.776
106	344	34.491	14.194	3	82	77.598	67	1519	21	22	22.354	19.594	89.571	0.718	1.141	0.877	0.878
107	346	37.803	15.704	5	83	82.669	544	1521	26	23	27.155	16.223	32.033	0.636	1.674	0.597	0.837
108	41	26.780	12.823	3	50	24.385	900	1544	8	8	7.751	6.735	62.117	0.866	1.151	0.869	0.820
109	153	18.915	10.768	1	55	68.184	3277	1659	18	18	20.899	9.321	48.598	0.414	2.242	0.446	0.732
110	108	11.657	5.612	1	32	71.012	2737	1669	17	17	18.360	7.490	48.239	0.269	2.451	0.408	0.608
111	1082	34.619	21.488	1	131	145.439	1115	1673	37	44	45.481	30.291	56.187	0.643	1.501	0.666	0.878
112	18	14.556	7.098	4	27	15.657	3536	1683	6	3	6.770	3.385	0.000	0.923	2.000	0.500	1.000
113	673	18.382	10.021	0	50	148.853	3524	1712	43	33	38.326	22.358	33.666	0.382	1.714	0.583	0.759
114	224	20.951	9.165	1	53	64.426	679	1715	17	20	21.494	13.269	121.764	0.678	1.620	0.617	0.853
115	255	17.290	8.808	1	42	99.397	2577	1727	19	28	23.828	13.626	63.447	0.324	1.749	0.572	0.662
116	116	23.293	11.452	1	50	61.841	2180	1729	19	17	22.265	6.634	31.946	0.381	3.356	0.298	0.678
117	105	21.819	9.204	4	43	49.941	3303	1733	12	17	15.143	8.828	69.791	0.529	1.715	0.583	0.739
118	23	30.957	13.323	2	51	21.556	16	1739	7	7	7.941	3.688	56.147	0.622	2.153	0.464	0.730
119	63	37.571	13.042	8	60	36.042	1302	1752	11	10	10.455	7.672	35.594	0.609	1.363	0.734	0.759
120	25	19.520	10.928	3	41	21.556	754	1759	6	8	7.849	4.055	51.258	0.676	1.936	0.517	0.735
121	50	15.520	7.980	2	32	28.728	3648	1761	7	9	9.850	6.463	100.571	0.761	1.524	0.656	0.862
122	24	24.667	12.114	4	52	20.728	1960	1763	6	7	8.048	3.797	61.424	0.702	2.119	0.472	0.800
123	54	41.611	13.567	16	83	28.385	852	1769	9	9	11.405	6.029	44.297	0.842	1.892	0.529	0.871
124	59	29.102	11.141	7	54	31.556	1244	1772	8	11	11.551	6.503	67.881	0.745	1.776	0.563	0.837
125	56	16.321	6.680	4	31	34.042	3695	1781	10	11	10.371	6.875	51.768	0.607	1.508	0.663	0.718
126	24	21.167	9.712	6	39	20.142	730	1801	6	7	7.517	4.065	54.470	0.743	1.849	0.541	0.774
127	46	19.326	9.855	5	38	31.799	3157	1816	9	11	10.866	5.390	53.344	0.572	2.016	0.496	0.708
128	77	23.260	9.833	6	48	40.042	620	1831	10	15	15.785	6.211	63.015	0.603	2.541	0.393	0.798
129	27	18.259	8.994	1	38	23.556	2513	1841	8	6	8.006	4.294	25.873	0.611	1.864	0.536	0.730
130	17	16.824	7.248	7	36	15.071	441	1843	4	5	5.037	4.298	59.036	0.941	1.172	0.853	0.919
131	73	22.945	12.399	2	52	48.870	1	1845	8	16	13.708	6.781	80.584	0.384	2.022	0.495	0.702
132	48	19.896	11.242	5	57	26.142	912	1864	8	8	8.793	6.950	46.729	0.883	1.265	0.790	0.865
133	30	23.567	10.040	4	40	21.314	2213	1929	6	7	6.824	5.598	103.500	0.830	1.219	0.820	0.882
134	64	17.453	10.412	2	43	38.385	438	1931	13	10	12.634	6.450	46.156	0.546	1.959	0.510	0.731
135	261	33.651	16.831	3	112	96.569	104	1945	22	32	31.675	10.491	58.809	0.352	3.019	0.331	0.687
136	72	34.583	13.126	5	58	37.213	238	1951	9	14	13.772	6.657	62.124	0.653	2.069	0.483	0.804
137	31	12.097	5.546	2	22	29.799	2163	1955	7	10	9.425	4.188	63.921	0.439	2.251	0.444	0.681
138	104	17.567	8.101	2	41	44.870	273	1958	14	13	11.740	11.279	42.854	0.649	1.041	0.961	0.773
139	18	17.333	9.152	2	34	23.314	3203	1970	3	10	7.959	2.880	90.796	0.416	2.764	0.362	0.720
140	95	45.453	14.397	13	76	40.385	2432	1973	11	13	14.004	8.637	51.831	0.732	1.621	0.617	0.844
141	36	20.667	7.143	8	40	33.213	931	1986	7	13	11.156	4.109	76.942	0.410	2.715	0.368	0.632
142	588	17.347	9.122	0	45	145.196	2400	1993	26	43	36.813	20.337	69.349	0.350	1.810	0.552	0.761
143	24	18.000	7.757	3	31	17.899	2207	2014	5	6	6.109	5.002	87.027	0.941	1.221	0.819	0.906
144	83	49.807	18.301	8	89	37.799	137	2044	10	12	11.801	8.955	63.912	0.730	1.318	0.759	0.830
145	129	36.837	14.722	1	73	45.698	468	2061	14	15	14.527	11.306	43.882	0.776	1.285	0.778	0.835
146	494	23.148	11.646	2	58	117.054	1930	2071	27	30	31.786	19.788	58.934	0.453	1.606	0.623	0.794
147	44	29.955	12.052	2	62	26.042	213	2078	9	9	8.599	6.515	51.913	0.815	1.320	0.758	0.793
148	110	42.791	14.484	5	72	45.456	2855	2097	13	14	14.498	9.660	55.219	0.669	1.501	0.666	0.806
149	47	33.851	14.935	1	64	28.385	1310	2103	7	11	9.461	6.325	71.565	0.733	1.496	0.669	0.797
150	27	23.741	10.531	6	48	25.556	3264	2110	7	9	9.144	3.760	56.905	0.519	2.432	0.411	0.720
151	54	16.222	9.142	2	47	37.213	1193	2122	8	14	14.270	4.818	65.986	0.490	2.962	0.338	0.715
152	40	34.500	12.609	7	55	23.556	287	2145	8	7	8.150	6.249	23.573	0.906	1.304	0.767	0.860
153	48	38.708	10.165	12	58	25.799	2047	2147	9	8	8.582	7.121	35.874	0.906	1.205	0.830	0.873
154	42	31.238	12.637	5	55	29.799	2986	2189	7	11	9.058	5.904	97.362	0.594	1.534	0.652	0.712
155	233	42.476	17.758	1	87	64.527	567	2202	18	19	18.703	15.862	57.329	0.703	1.179	0.848	0.853
156	52	28.481	10.212	6	49	29.799	3546	2236	8	11	10.798	6.131	52.613	0.736	1.761	0.568	0.825
157	25	15.360	7.233	3	34	20.142	3460	2241	7	5	6.661	4.779	8.157	0.774	1.394	0.717	0.794
158	24	13.333	6.343	4	28	24.142	3119	2249	5	10	7.265	4.206	101.059	0.517	1.727	0.579	0.658
