Time,Depth [m],P [Decibars],T [Celsius],SpC [MicroSiemens/cm],Time (Seconds),Pressure (Decibar),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),% Device,CC1841005
01092021135034,6.781769050097176,6.65291543814533,8.386335182189942,273.4664733886719,412.2,6.658864840000799,8.386275291442871,273.45831298828125,,
01092021135034,6.788477993539049,6.659496911661807,8.386824417114259,273.47296142578125,412.4,6.690718301432316,8.38753032684326,273.483154296875,,
01092021135034,6.789124251448978,6.660130890671448,8.386933326721191,273.46153564453124,412.6,6.675315293137269,8.387664794921875,273.4638061523437,,
01092021135034,6.780568572957915,6.651737770071715,8.386524200439453,273.44288330078126,412.8,6.64770334624359,8.387669563293457,273.47088623046875,,
01092021135035,6.765084999820126,6.636548384823544,8.3853910446167,273.4344848632812,413.0,6.628052672543271,8.385526657104492,273.4315185546875,,
01092021135035,6.75284994665757,6.624545797671077,8.384224128723144,273.4179931640625,413.2,6.616899237002132,8.38422966003418,273.36505126953125,,
01092021135035,6.746351327140529,6.618170651924859,8.383337211608886,273.40541381835936,413.4,6.614771375191461,8.38186454772949,273.441162109375,,
01092021135035,6.743858723039436,6.615725407301687,8.38314151763916,273.40211791992186,413.6,6.615302357374929,8.381830215454102,273.38134765625,,
01092021135035,6.7438559768987725,6.615722713337696,8.38355655670166,273.41204223632815,413.8,6.615827617512501,8.383234977722168,273.4079895019531,,
01092021135036,6.743960944432175,6.615825686487963,8.384702491760255,273.4265075683594,414.0,6.615826449427416,8.38454818725586,273.4150390625,,
01092021135036,6.743091044886583,6.614972315033738,8.385853958129882,273.4372253417969,414.2,6.616885767182176,8.38630485534668,273.4146728515625,,
01092021135036,6.740381069147216,6.612313828833419,8.386592292785645,273.45032958984376,414.4,6.615286240942794,8.387594223022463,273.51348876953125,,
01092021135036,6.73799578986216,6.609973869854779,8.386857795715333,273.46361083984374,414.6,6.611035500103803,8.387587547302246,273.4349365234375,,
01092021135036,6.732687464772242,6.60476640294157,8.386799812316895,273.483447265625,414.8,6.602535186510904,8.386926651000977,273.4735107421875,,
01092021135037,6.729112279918091,6.601259146599648,8.386468505859375,273.48533935546874,415.0,6.604126654534218,8.385875701904297,273.4814453125,,
01092021135037,6.726511184426877,6.598707471922767,8.386563110351563,273.50714111328125,415.2,6.5908484326161245,8.386014938354492,273.51385498046875,,
01092021135037,6.726724643350401,6.598916875126744,8.386809158325196,273.50703125,415.4,6.597749959233189,8.385937690734863,273.52294921875,,
01092021135037,6.727803700246737,6.599975429942049,8.387481689453125,273.5203491210938,415.6,6.598277126719394,8.388060569763182,273.5439453125,,
01092021135037,6.731806191805965,6.603901874161652,8.388385009765624,273.5237609863281,415.8,6.603582202530792,8.38815689086914,273.47296142578125,,
01092021135038,6.735050799066446,6.607084833884184,8.38994541168213,273.52924194335935,416.0,6.609419428610746,8.389238357543945,273.54803466796875,,
01092021135038,6.738295017468897,6.610267412136989,8.391086196899414,273.52683715820314,416.2,6.610480653714138,8.390531539916992,273.5309143066406,,
01092021135038,6.740673249040509,6.61260045730874,8.391924858093262,273.5449523925781,416.4,6.61366475784585,8.393739700317383,273.55035400390625,,
01092021135038,6.741211793276375,6.613128769204124,8.392285919189453,273.5448913574219,416.6,6.614190017983422,8.39376449584961,273.53192138671875,,
01092021135038,6.7417495597961805,6.613656318160054,8.391792678833008,273.5424560546875,416.8,6.615247428389545,8.392350196838379,273.56353759765625,,
01092021135039,6.739689365823466,6.6116352678728205,8.39044647216797,273.5251403808594,417.0,6.612060988087665,8.391043663024902,273.5477294921875,,
01092021135039,6.734489920981701,6.606534612483048,8.389081764221192,273.52214965820315,417.2,6.613118398493791,8.388065338134766,273.51873779296875,,
01092021135039,6.72690910956963,6.5990978364878075,8.387913131713868,273.5142883300781,417.4,6.603559506409683,8.387008666992188,273.4637756347656,,
01092021135039,6.716621846274915,6.589006031195692,8.3870210647583,273.48333129882815,417.6,6.588686741034559,8.38694095611572,273.5169677734375,,
01092021135039,6.7064430743703225,6.579020655957287,8.386857032775879,273.47764282226564,417.8,6.578063548413342,8.386507034301756,273.52423095703125,,
01092021135040,6.702109616359397,6.574769533648569,8.386922645568848,273.4736083984375,418.0,6.561601961627083,8.38658332824707,273.3929443359375,,
01092021135040,6.703081348439697,6.575722802819342,8.387229537963867,273.4696105957031,418.2,6.563191522301764,8.387245178222656,273.49029541015625,,
01092021135040,6.709249779221099,6.581774033415899,8.387655258178711,273.46380004882815,418.4,6.582303894866094,8.387336730957031,273.443603515625,,
01092021135040,6.720288656817176,6.5926031723376495,8.388104248046876,273.48406372070315,418.6,6.593453086888431,8.38847541809082,273.4969787597656,,
01092021135040,6.730569650114506,6.60268882676233,8.388512420654298,273.50449829101564,418.8,6.60831970139612,8.388635635375977,273.49517822265625,,
01092021135041,6.736736525463792,6.608738531479981,8.388966751098632,273.5256774902344,419.0,6.615747656235838,8.38882827758789,273.4942626953125,,
01092021135041,6.739655658553902,6.611602201041379,8.389314270019531,273.5222534179687,419.2,6.613619794425167,8.389286041259766,273.59246826171875,,
01092021135041,6.736187409657759,6.608199848874262,8.389463806152344,273.52490234375,419.4,6.6125524184543405,8.389608383178713,273.54949951171875,,
01092021135041,6.728064530153101,6.600231304080192,8.389292907714843,273.5253173828125,419.6,6.607771434695428,8.390213012695312,273.4798583984375,,
01092021135041,6.7197258344422846,6.592051043587881,8.388921356201172,273.50975341796874,419.8,6.5913079405605375,8.389383316040039,273.5084228515625,,
01092021135042,6.709113874693257,6.581640711074085,8.388378143310547,273.5007080078125,420.0,6.575904932265491,8.38797378540039,273.496337890625,,
01092021135042,6.700234277463941,6.572929826192126,8.387820434570312,273.5055236816406,420.2,6.5727184919636095,8.387428283691406,273.5146484375,,
01092021135042,6.69297816250618,6.565811577418563,8.387609100341797,273.5099182128906,420.4,6.560500755885361,8.386892318725588,273.5042724609375,,
01092021135042,6.689728840680432,6.562623992707503,8.387747192382813,273.51906127929686,420.6,6.564217010285628,8.38742446899414,273.50393676757807,,
01092021135042,6.683555306475729,6.556567755652691,8.388069534301758,273.5225891113281,420.8,6.5557166966927305,8.388326644897461,273.5303955078125,,
01092021135043,6.678897152010492,6.551998106122293,8.388518524169921,273.53777465820315,421.0,6.559967008710185,8.388664245605469,273.54205322265625,,
01092021135043,6.671640648194703,6.5448794758790045,8.388891792297363,273.5351501464844,421.2,6.542437306689552,8.389039993286131,273.53228759765625,,
01092021135043,6.665250520067786,6.538610760186498,8.38887424468994,273.5275817871094,421.4,6.537652508233373,8.389137268066406,273.5802001953125,,
01092021135043,6.659292413211215,6.532765857360202,8.388854789733887,273.52483520507815,421.6,6.528623859069187,8.389290809631348,273.4908142089844,,
01092021135043,6.660371470107552,6.533824412175508,8.388592338562011,273.5135192871094,421.8,6.524373118230196,8.38823890686035,273.4925537109375,,
01092021135044,6.667622092783983,6.540937273021088,8.388527488708496,273.5050354003906,422.0,6.530742494578705,8.388566970825195,273.5283203125,,
01092021135044,6.679743551133118,6.552828423661589,8.388796997070312,273.5194885253906,422.2,6.54773008076608,8.387727737426758,273.4757080078125,,
01092021135044,6.694354867442679,6.567162124961269,8.38943691253662,273.5149230957031,422.4,6.573216812461268,8.388813018798828,273.53778076171875,,
01092021135044,6.707667009076966,6.580221335904504,8.3900972366333,273.50514526367186,422.6,6.588079612271692,8.39063835144043,273.5630798339844,,
01092021135044,6.716865810479267,6.589245360080161,8.390641403198241,273.50433959960935,422.8,6.596041624728599,8.391438484191895,273.4697265625,,
01092021135045,6.719352144582974,6.591684453835898,8.390684890747071,273.4801818847656,423.0,6.596038549294882,8.391868591308596,273.4794311523437,,
01092021135045,6.719781808570686,6.5921059542078435,8.390170097351074,273.47007446289064,423.2,6.5928502016443655,8.390448570251465,273.4716796875,,
01092021135045,6.719453588259651,6.5917839700827185,8.38937759399414,273.46665649414064,423.4,6.585412281239945,8.389030456542969,273.4169921875,,
01092021135045,6.720099457311553,6.592417567622634,8.388594436645509,273.4759094238281,423.6,6.590187114131423,8.38806438446045,273.5125427246094,,
01092021135045,6.722369586351071,6.594644564210401,8.388032722473145,273.4779113769531,423.8,6.594431704102979,8.387475967407225,273.45263671875,,
01092021135046,6.727887846507791,6.600057977424143,8.387530899047851,273.4887329101563,424.0,6.599206536994457,8.38795280456543,273.52569580078125,,
01092021135046,6.731890338067019,6.603984421643746,8.38718547821045,273.48875122070314,424.2,6.6039851845832,8.387639999389648,273.481689453125,,
01092021135046,6.730480314718986,6.602601188739325,8.386928939819336,273.4964538574219,424.4,6.6124793473086605,8.386521339416504,273.4710998535156,,
01092021135046,6.723332302293321,6.595588988549748,8.386456108093261,273.47681884765626,424.6,6.609819335229435,8.386337280273438,273.5126342773437,,
01092021135046,6.710121993193743,6.582629675323062,8.386043930053711,273.4657348632812,424.8,6.587515539580874,8.38619327545166,273.4911499023437,,
01092021135047,6.695611731702829,6.568395108800476,8.385894203186036,273.4620056152344,425.0,6.564145536046571,8.385588645935057,273.4275207519531,,
01092021135047,6.681643927162534,6.554692692546446,8.38615779876709,273.4520263671875,425.2,6.539188618449767,8.385579109191895,273.42626953125,,
01092021135047,6.680665925084848,6.553733272508237,8.386285018920898,273.4350830078125,425.4,6.541306514695736,8.385772705078125,273.45245361328125,,
01092021135047,6.6875918513069665,6.560527606132135,8.386699104309082,273.4423400878906,425.6,6.541307253959284,8.387655258178713,273.4627380371094,,
01092021135047,6.70306915444737,6.575710840512871,8.387356567382813,273.4403869628906,425.8,6.582718439389824,8.386829376220703,273.40643310546875,,
01092021135048,6.718438743913708,6.590788407779348,8.387980079650879,273.4388488769531,426.0,6.598117204166067,8.387659072875977,273.4638061523437,,
01092021135048,6.733807555663988,6.605865212106373,8.388339042663574,273.4372802734375,426.2,6.615104790353444,8.388866424560547,273.41650390625,,
01092021135048,6.74019180265155,6.6121281584011715,8.389062118530273,273.45628051757814,426.4,6.616694351028122,8.388890266418457,273.4447631835937,,
01092021135048,6.7426789144713135,6.614568015096358,8.389180183410645,273.4603698730469,426.6,6.6166912755944045,8.389450073242188,273.45489501953125,,
01092021135048,6.734773017746902,6.606812330409712,8.388906288146973,273.47556762695314,426.8,6.614033170863813,8.3904447555542,273.5014343261719,,
01092021135049,6.718315355246179,6.590667363496502,8.388441848754884,273.4560607910156,427.0,6.6103164876420095,8.388249397277832,273.4842529296875,,
01092021135049,6.701100197304738,6.5737792935559485,8.387480735778809,273.4509765625,427.2,6.576326366920206,8.387496948242188,273.49249267578125,,
01092021135049,6.685833218089167,6.558802386945473,8.386321640014648,273.44212646484374,427.4,6.535969516462075,8.386568069458006,273.34722900390625,,
01092021135049,6.672514417599466,6.545736643665076,8.386023330688477,273.4219970703125,427.6,6.532250925891637,8.384644508361816,273.4294738769531,,
